Tweet_ID,Tweet_Date,User_Name,User_ID,Favorite_CT,Retweet_CT,Content
984902148633874433,2018-04-13 21:12:25.000000,DeliaCabe,17040452,0,0,@MeghnaWBUR You spoke with such clarity this afternoon. Amen to all you said. #soapbox
984657433191645184,2018-04-13 05:00:00.000000,kevineaton1,41166201,0,0,"Oklahomans can you do me a favor, please? If you’re not registered to vote then please get registered. If you’re registered then please vote. In the 2014 governor’s race 46% of voters cast a ballot. We’re better than this!#GetRegisteredAndVote #ImRegisteredToVoteAreYou #Soapbox"
984468018909667328,2018-04-12 16:27:20.000000,InspiredbyJB,39766482,0,0,"Hey @RobertGordonUni tomorrow, Fri 13th is the School of Engineering 3rd Year Mechanical Group Project Race Day. Soapbox Racers take the start at 9am on the grassed area by Gray's School of Art. #engineering #soapbox #mechanicalengineering"
984351422194974720,2018-04-12 08:44:02.000000,RoseYarrell,911349587079659520,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/CEjGSrv0w8
984339876664500224,2018-04-12 07:58:09.000000,geogologue,715437344858443776,0,0,"This should not just be the domain of IT or the technically inclined. #Geographyteacher teach tools of thought needed to apply findings critically, with nuance and compassion, to think of social &amp; environmental consequences  #soapbox"
984306028232622080,2018-04-12 05:43:39.000000,gsaleguy,83717415,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/B6JVbcg0gq
984260098385039360,2018-04-12 02:41:08.000000,susitravl,33159299,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/FovOgUDLWq
984258115737534464,2018-04-12 02:33:16.000000,boster1117,779884566505021445,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/BNU7eeul7w
984241327020720128,2018-04-12 01:26:33.000000,bharris1101,905616562450825216,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/82pToxnU8s
984239290027622400,2018-04-12 01:18:27.000000,myOKlife,466723278,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/r4Z2tSDT1O
984226328252575744,2018-04-12 00:26:57.000000,laxer1215,779447089,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/sFtdQY1VhW
984195200607125504,2018-04-11 22:23:15.000000,Your_True_Style,143518591,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/9aDBx9tPDz
984187089628561411,2018-04-11 21:51:02.000000,DeathOnFire1,903037823284125696,0,0,"I feel like music should be provocative and the appeasement of the overly sensitive is killing art! We aren’t supposed to like or agree with everything but, we are supposed to think! #soapbox #metal #music #deathmetal #blackmetal #thrashmetal #truth #americanmetal #deepthoughts"
984181024346157056,2018-04-11 21:26:56.000000,Onedaytoday,37701493,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/oVtiZyxeqB
984166950904283136,2018-04-11 20:31:00.000000,serena6504,608090197,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/MTT553obmg
984156296495513600,2018-04-11 19:48:40.000000,angies9111,143668697,0,0,Get your own Top Seller Bundle when you win a @SoapBoxSoaps Top Sellers Bundle on @DealsAmongUs! #giveaway #soapbox #arganoil #haircare https://t.co/2yFWLSe5Fg
984150310221266944,2018-04-11 19:24:53.000000,jazminsells4you,860256074741501952,0,0,Waiting @FlyEIA for @soapboxduo to land from Mexico! Groupie for life! #yeg #almostfamous #localmusic #soapbox #chauffeur
